out,expe,Tztype,times,Campe,condi,Hytype,year
0,0,1,1,751.6,108.5135135,x8,2006
0,0,2,1,751.6,108.5135135,x8,2006
0,2,2,1,751.6,108.5135135,x8,2006
0,6,3,0,751.6,108.5135135,x8,2006
0,4,3,0,751.6,108.5135135,x8,2006
0,9,3,0,751.6,108.5135135,x8,2006
0,1,2,0,751.6,108.5135135,x8,2006
0,2,3,1,751.6,108.5135135,x8,2006
0,3,3,1,751.6,108.5135135,x8,2006
0,30,3,1,751.6,108.5135135,x8,2006
0,73,1,1,751.6,108.5135135,x8,2006
0,1,2,1,751.6,108.5135135,x8,2006
0,73,1,1,751.6,108.5135135,x8,2006
0,73,2,1,751.6,108.5135135,x8,2006
0,3,2,1,751.6,108.5135135,x8,2006
0,1,2,1,751.6,108.5135135,x8,2006
0,3,1,1,751.6,108.5135135,x8,2006
0,15,6,1,751.6,108.5135135,x8,2006
0,21,6,1,751.6,108.5135135,x8,2006
0,15,1,1,751.6,108.5135135,x8,2006
0,27,4,0,751.6,108.5135135,x8,2006
0,1,1,1,751.6,108.5135135,x8,2006
0,1,1,1,751.6,108.5135135,x8,2006
0,6,1,1,751.6,108.5135135,x8,2006
0,10,1,1,751.6,108.5135135,x8,2006
0,3,4,1,751.6,108.5135135,x8,2006
0,30,4,1,751.6,108.5135135,x8,2006
0,1,4,1,751.6,108.5135135,x8,2006
0,2,4,1,751.6,108.5135135,x8,2006
0,10,1,1,751.6,108.5135135,x8,2006
0,2,2,1,751.6,108.5135135,x8,2006
0,2,1,1,751.6,108.5135135,x8,2006
0,3,1,0,751.6,108.5135135,x8,2006
0,38,1,0,751.6,108.5135135,x8,2006
0,3,5,1,751.6,108.5135135,x8,2006
0,21,1,1,751.6,108.5135135,x8,2006
0,9,7,1,751.6,108.5135135,x8,2006
0,22,7,1,751.6,108.5135135,x8,2006
0,73,3,0,751.6,108.5135135,x8,2006
0,21,3,0,751.6,108.5135135,x8,2006
0,18,3,0,751.6,108.5135135,x8,2006
0,10,1,1,751.6,108.5135135,x8,2006
0,12,8,1,751.6,108.5135135,x8,2006
0,6,8,1,751.6,108.5135135,x8,2006
0,2,8,1,751.6,108.5135135,x8,2006
0,73,2,0,751.6,108.5135135,x8,2006
0,12,2,0,751.6,108.5135135,x8,2006
0,1,5,1,751.6,108.5135135,x8,2006
0,3,4,0,751.6,108.5135135,x8,2006
0,18,3,1,751.6,108.5135135,x8,2006
0,3,1,1,376.44,106.3947368,x8,2006
0,3,2,1,376.44,106.3947368,x8,2006
0,73,2,1,376.44,106.3947368,x8,2006
0,1,3,1,376.44,106.3947368,x8,2006
0,5,3,1,376.44,106.3947368,x8,2006
0,30,3,1,376.44,106.3947368,x8,2006
0,38,1,1,376.44,106.3947368,x8,2006
0,3,1,0,376.44,106.3947368,x8,2006
0,0,1,1,376.44,106.3947368,x8,2006
0,0,6,0,376.44,106.3947368,x8,2006
0,5,6,0,376.44,106.3947368,x8,2006
0,12,6,0,376.44,106.3947368,x8,2006
0,9,2,1,376.44,106.3947368,x8,2006
0,73,1,1,376.44,106.3947368,x8,2006
0,73,2,0,376.44,106.3947368,x8,2006
0,73,1,1,376.44,106.3947368,x8,2006
0,1,1,1,376.44,106.3947368,x8,2006
0,73,2,0,376.44,106.3947368,x8,2006
0,2,1,1,376.44,106.3947368,x8,2006
0,5,2,1,376.44,106.3947368,x8,2006
0,12,2,1,376.44,106.3947368,x8,2006
0,6,5,1,376.44,106.3947368,x8,2006
0,6,5,1,376.44,106.3947368,x8,2006
0,1,1,1,376.44,106.3947368,x8,2006
0,1,1,1,376.44,106.3947368,x8,2006
0,6,3,1,376.44,106.3947368,x8,2006
0,2,3,1,376.44,106.3947368,x8,2006
0,6,3,1,376.44,106.3947368,x8,2006
0,2,7,0,376.44,106.3947368,x8,2006
0,0,7,0,376.44,106.3947368,x8,2006
0,0,7,0,376.44,106.3947368,x8,2006
0,0,7,0,376.44,106.3947368,x8,2006
0,0,7,0,376.44,106.3947368,x8,2006
0,7,7,0,376.44,106.3947368,x8,2006
0,1,7,0,376.44,106.3947368,x8,2006
0,6,6,1,376.44,106.3947368,x8,2006
0,3,6,1,376.44,106.3947368,x8,2006
0,73,1,1,376.44,106.3947368,x8,2006
0,38,4,0,376.44,106.3947368,x8,2006
0,3,4,0,376.44,106.3947368,x8,2006
0,11,4,0,376.44,106.3947368,x8,2006
0,3,4,0,376.44,106.3947368,x8,2006
0,5,2,1,376.44,106.3947368,x8,2006
0,2,2,1,376.44,106.3947368,x8,2006
0,73,2,1,376.44,106.3947368,x8,2006
0,1,4,0,376.44,106.3947368,x8,2006
0,5,4,0,376.44,106.3947368,x8,2006
0,1,4,0,376.44,106.3947368,x8,2006
0,7,1,0,376.44,106.3947368,x8,2006
0,1,1,1,376.44,106.3947368,x8,2006
0,1,1,1,376.44,106.3947368,x8,2006
0,10,4,0,376.44,106.3947368,x8,2006
0,10,4,0,376.44,106.3947368,x8,2006
0,3,1,1,376.44,106.3947368,x8,2006
0,2,3,0,376.44,106.3947368,x8,2006
0,2,3,0,376.44,106.3947368,x8,2006
0,2,3,0,376.44,106.3947368,x8,2006
0,73,1,0,376.44,106.3947368,x8,2006
0,1,1,1,376.44,106.3947368,x8,2006
0,1,3,0,376.44,106.3947368,x8,2006
0,3,1,1,376.44,106.3947368,x8,2006
0,3,4,0,376.44,106.3947368,x8,2006
0,2,4,0,376.44,106.3947368,x8,2006
0,11,4,0,376.44,106.3947368,x8,2006
0,8,1,1,376.44,106.3947368,x8,2006
0,7,5,1,376.44,106.3947368,x8,2006
0,30,5,1,376.44,106.3947368,x8,2006
0,73,1,1,376.44,106.3947368,x8,2006
0,3,3,1,376.44,106.3947368,x8,2006
0,0,4,1,376.44,106.3947368,x8,2006
0,21,4,1,376.44,106.3947368,x8,2006
0,10,3,1,376.44,106.3947368,x8,2006
0,1,3,1,376.44,106.3947368,x8,2006
0,15,2,1,376.44,106.3947368,x8,2006
0,1,2,1,376.44,106.3947368,x8,2006
0,12,4,0,907.22,104.4871795,x8,2006
0,6,4,0,907.22,104.4871795,x8,2006
0,6,4,0,907.22,104.4871795,x8,2006
0,6,4,0,907.22,104.4871795,x8,2006
0,5,1,1,907.22,104.4871795,x8,2006
0,1,2,0,907.22,104.4871795,x8,2006
0,21,2,0,907.22,104.4871795,x8,2006
0,18,2,0,907.22,104.4871795,x8,2006
0,12,2,0,907.22,104.4871795,x8,2006
0,0,4,1,907.22,104.4871795,x8,2006
0,0,1,1,907.22,104.4871795,x8,2006
0,0,2,1,907.22,104.4871795,x8,2006
0,5,1,1,907.22,104.4871795,x8,2006
0,1,1,1,907.22,104.4871795,x8,2006
0,31,2,0,907.22,104.4871795,x8,2006
0,13,3,1,907.22,104.4871795,x8,2006
0,6,3,1,907.22,104.4871795,x8,2006
0,2,1,0,907.22,104.4871795,x8,2006
0,27,4,1,907.22,104.4871795,x8,2006
0,1,3,1,907.22,104.4871795,x8,2006
0,1,2,1,907.22,104.4871795,x8,2006
0,1,2,1,907.22,104.4871795,x8,2006
0,18,1,1,907.22,104.4871795,x8,2006
0,18,2,0,907.22,104.4871795,x8,2006
0,31,2,0,907.22,104.4871795,x8,2006
0,15,1,1,1028.83,127.5357143,x10,2008
0,1,1,0,591.82,123.3793103,x10,2008
0,4,1,1,591.82,123.3793103,x10,2008
0,3,1,1,591.82,123.3793103,x10,2008
0,1,1,1,591.82,123.3793103,x10,2008
0,1,3,0,591.82,123.3793103,x10,2008
0,4,3,0,591.82,123.3793103,x10,2008
0,0,1,1,981.53,117.3225806,x10,2008
0,0,2,1,1121.34,114.34375,x10,2007
0,0,2,1,1121.34,114.34375,x10,2007
0,4,1,1,1121.34,114.34375,x10,2007
0,7,3,0,1121.34,114.34375,x10,2007
0,1,1,0,1121.34,114.34375,x10,2007
0,7,1,1,1121.34,114.34375,x10,2007
0,3,4,0,684.33,114.3030303,x10,2007
0,1,4,0,684.33,114.3030303,x10,2007
0,1,4,0,684.33,114.3030303,x10,2007
0,27,4,0,684.33,114.3030303,x10,2007
0,1,1,1,684.33,114.3030303,x10,2007
0,7,1,1,684.33,114.3030303,x10,2007
0,1,1,1,684.33,114.3030303,x10,2007
0,6,1,1,684.33,114.3030303,x10,2007
0,15,5,0,684.33,114.3030303,x10,2007
0,1,5,0,684.33,114.3030303,x10,2007
0,1,2,0,684.33,114.3030303,x10,2007
0,10,1,1,684.33,114.3030303,x10,2007
0,15,3,1,684.33,114.3030303,x10,2007
0,1,1,1,684.33,114.3030303,x10,2007
0,10,1,1,684.33,114.3030303,x10,2007
0,15,1,0,684.33,114.3030303,x10,2007
0,1,5,0,2886.16,113.4411765,x10,2007
0,2,5,0,2886.16,113.4411765,x10,2007
0,6,5,0,2886.16,113.4411765,x10,2007
0,6,1,1,2886.16,113.4411765,x10,2007
0,7,2,0,2886.16,113.4411765,x10,2007
0,3,1,1,2886.16,113.4411765,x10,2007
0,2,2,1,2886.16,113.4411765,x10,2007
0,1,2,1,2886.16,113.4411765,x10,2007
0,11,3,0,2886.16,113.4411765,x10,2007
0,6,3,0,2886.16,113.4411765,x10,2007
0,6,3,0,2886.16,113.4411765,x10,2007
0,5,1,1,2886.16,113.4411765,x10,2007
0,38,1,1,2886.16,113.4411765,x10,2007
0,30,8,0,792.31,112.0285714,x10,2007
0,21,8,0,792.31,112.0285714,x10,2007
0,3,8,0,792.31,112.0285714,x10,2007
0,13,8,0,792.31,112.0285714,x10,2007
0,6,8,0,792.31,112.0285714,x10,2007
0,1,1,1,792.31,112.0285714,x10,2007
0,1,1,1,792.31,112.0285714,x10,2007
0,73,3,0,792.31,112.0285714,x10,2007
0,5,3,0,792.31,112.0285714,x10,2007
0,1,3,0,792.31,112.0285714,x10,2007
0,31,1,1,792.31,112.0285714,x10,2007
0,1,2,1,792.31,112.0285714,x10,2007
0,9,2,1,792.31,112.0285714,x10,2007
0,73,1,0,376.17,109.8055556,x10,2006
0,2,1,1,376.17,109.8055556,x10,2006
0,7,2,1,376.17,109.8055556,x10,2006
0,2,2,0,751.6,108.5135135,x10,2006
0,1,2,0,751.6,108.5135135,x10,2006
0,1,1,1,751.6,108.5135135,x10,2006
0,6,5,1,751.6,108.5135135,x10,2006
0,2,5,1,751.6,108.5135135,x10,2006
0,15,3,0,376.44,106.3947368,x10,2006
0,2,3,0,376.44,106.3947368,x10,2006
0,10,3,0,376.44,106.3947368,x10,2006
0,73,2,1,376.44,106.3947368,x10,2006
0,10,2,1,376.44,106.3947368,x10,2006
0,12,5,1,376.44,106.3947368,x10,2006
0,3,5,1,376.44,106.3947368,x10,2006
0,2,5,1,376.44,106.3947368,x10,2006
0,73,1,1,907.22,104.4871795,x10,2006
0,3,8,1,907.22,104.4871795,x10,2006
0,13,8,1,907.22,104.4871795,x10,2006
0,6,8,1,907.22,104.4871795,x10,2006
0,2,3,1,907.22,104.4871795,x10,2006
0,7,3,1,907.22,104.4871795,x10,2006
0,21,2,0,907.22,104.4871795,x10,2006
0,15,1,1,1121.34,114.34375,x9,2007
